best_makespan, current_makespan, current_temp, equal_count, first_op_moved, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, violates_constraint, worst_makespan, 
, , , , , , 100, , , 10.0, 4.5, , , 20, 20, 20.0, , , , , , 0.9, , , 
3682, 3682, 10.0, 0, False, 0, 100, False, 0, 10.0, 4.5, right, 1, 20, 20, 20.0, 92.0, 12, 1, True, 12, 0.9, False, 3682, 
3682, 3727, 10.0, 0, False, 1, 100, False, 0, 10.0, 4.5, left, 3, 20, 20, 20.0, 88.0, 11, 3, False, 11, 0.9, False, 3727, 
3682, 3682, 10.0, 0, True, 2, 100, False, 1, 10.0, 4.5, right, 13, 20, 20, 20.0, 85.0, 10, 12, True, 0, 0.9, True, 3727, 
3682, 3833, 10.0, 0, False, 3, 100, False, 2, 10.0, 4.5, right, 3, 20, 20, 20.0, 31.0, 5, 1, False, 8, 0.9, False, 3833, 
3682, 3682, 10.0, 0, False, 4, 100, False, 4, 10.0, 4.5, right, 12, 20, 20, 20.0, 60.0, 13, 8, True, 2, 0.9, True, 3833, 
3682, 3682, 10.0, 0, False, 5, 100, False, 3, 10.0, 4.5, left, 5, 20, 20, 20.0, 44.0, 19, 2, True, 16, 0.9, True, 3833, 
3682, 3682, 10.0, 0, False, 6, 100, False, 2, 10.0, 4.5, left, 2, 20, 20, 20.0, 27.0, 10, 0, True, 3, 0.9, False, 3833, 
3682, 3682, 10.0, 0, False, 7, 100, False, 2, 10.0, 4.5, right, 2, 20, 20, 20.0, 21.0, 5, 0, True, 5, 0.9, True, 3833, 
3682, 3682, 10.0, 0, False, 8, 100, False, 0, 10.0, 4.5, right, 4, 20, 20, 20.0, 98.0, 1, 4, True, 3, 0.9, True, 3833, 
3682, 3682, 10.0, 0, False, 9, 100, False, 1, 10.0, 4.5, right, 4, 20, 20, 20.0, 78.0, 14, 3, True, 13, 0.9, False, 3833, 
3682, 3877, 10.0, 0, False, 10, 100, False, 2, 10.0, 4.5, right, 3, 20, 20, 20.0, 35.0, 9, 1, False, 11, 0.9, False, 3877, 
3682, 3682, 10.0, 0, False, 11, 100, False, 0, 10.0, 4.5, left, 1, 20, 20, 20.0, 94.0, 1, 1, True, 1, 0.9, False, 3877, 
3682, 3682, 10.0, 0, False, 12, 100, False, 1, 10.0, 4.5, right, 2, 20, 20, 20.0, 43.0, 13, 1, True, 15, 0.9, True, 3877, 
3682, 3682, 10.0, 0, True, 13, 100, False, 1, 10.0, 4.5, right, 2, 20, 20, 20.0, 64.0, 7, 1, True, 0, 0.9, True, 3877, 
3682, 3682, 10.0, 0, False, 14, 100, False, 0, 10.0, 4.5, right, 2, 20, 20, 20.0, 86.0, 3, 2, True, 13, 0.9, False, 3877, 
3682, 3682, 10.0, 0, True, 15, 100, False, 5, 10.0, 4.5, right, 9, 20, 20, 20.0, 28.0, 15, 4, True, 0, 0.9, True, 3877, 
3682, 3724, 10.0, 0, False, 16, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 39.0, 10, 0, False, 16, 0.9, False, 3877, 
3682, 3682, 10.0, 0, False, 17, 100, False, 0, 10.0, 4.5, right, 11, 20, 20, 20.0, 94.0, 1, 11, True, 6, 0.9, True, 3877, 
3682, 3682, 10.0, 0, False, 18, 100, False, 4, 10.0, 4.5, right, 4, 20, 20, 20.0, 31.0, 11, 0, True, 14, 0.9, True, 3877, 
3682, 3718, 10.0, 0, False, 19, 100, False, 0, 10.0, 4.5, left, 2, 20, 20, 20.0, 91.0, 4, 2, False, 9, 0.9, False, 3877, 
3682, 3682, 10.0, 0, False, 20, 100, False, 1, 10.0, 4.5, left, 7, 20, 20, 20.0, 78.0, 12, 6, True, 12, 0.9, True, 3877, 
3682, 3682, 10.0, 0, False, 21, 100, False, 1, 10.0, 4.5, left, 2, 20, 20, 20.0, 39.0, 4, 1, True, 14, 0.9, False, 3877, 
3682, 3682, 10.0, 0, False, 22, 100, False, 12, 10.0, 4.5, left, 15, 20, 20, 20.0, 20.0, 8, 3, True, 16, 0.9, True, 3877, 
3682, 3682, 10.0, 0, False, 23, 100, False, 3, 10.0, 4.5, left, 3, 20, 20, 20.0, 8.0, 1, 0, True, 5, 0.9, True, 3877, 
3682, 3682, 10.0, 0, False, 24, 100, False, 7, 10.0, 4.5, left, 8, 20, 20, 20.0, 40.0, 3, 1, True, 16, 0.9, True, 3877, 
3682, 3682, 10.0, 0, False, 25, 100, False, 16, 10.0, 4.5, left, 16, 20, 20, 20.0, 14.0, 3, 0, True, 17, 0.9, True, 3877, 
3682, 3839, 10.0, 0, False, 26, 100, False, 2, 10.0, 4.5, right, 3, 20, 20, 20.0, 27.0, 17, 1, False, 5, 0.9, False, 3877, 
3682, 3682, 10.0, 0, False, 27, 100, False, 1, 10.0, 4.5, left, 1, 20, 20, 20.0, 68.0, 3, 0, True, 2, 0.9, False, 3877, 
3682, 3682, 10.0, 0, False, 28, 100, False, 5, 10.0, 4.5, right, 6, 20, 20, 20.0, 35.0, 3, 1, True, 11, 0.9, True, 3877, 
3682, 3902, 10.0, 0, False, 29, 100, False, 1, 10.0, 4.5, right, 2, 20, 20, 20.0, 46.0, 10, 1, False, 15, 0.9, False, 3902, 
3620, 3620, 10.0, 0, False, 30, 100, False, 0, 10.0, 4.5, right, 1, 20, 20, 20.0, 91.0, 3, 1, True, 8, 0.9, False, 3902, 
3620, 3620, 10.0, 1, False, 31, 100, False, 1, 10.0, 4.5, left, 17, 20, 20, 20.0, 88.0, 13, 15, True, 18, 0.9, True, 3902, 
3620, 3620, 10.0, 0, False, 32, 100, False, 6, 10.0, 4.5, right, 12, 20, 20, 20.0, 75.0, 3, 6, True, 3, 0.9, True, 3902, 
3620, 3620, 10.0, 0, False, 33, 100, False, 12, 10.0, 4.5, right, 12, 20, 20, 20.0, 23.0, 3, 0, True, 4, 0.9, True, 3902, 
3620, 3620, 10.0, 0, False, 34, 100, False, 5, 10.0, 4.5, right, 5, 20, 20, 20.0, 17.0, 11, 0, True, 13, 0.9, True, 3902, 
3620, 3620, 10.0, 0, False, 35, 100, False, 2, 10.0, 4.5, left, 9, 20, 20, 20.0, 83.0, 3, 7, True, 12, 0.9, True, 3902, 
3620, 3620, 10.0, 0, False, 36, 100, False, 7, 10.0, 4.5, left, 13, 20, 20, 20.0, 46.0, 10, 6, True, 15, 0.9, True, 3902, 
3620, 3620, 10.0, 0, False, 37, 100, False, 1, 10.0, 4.5, left, 1, 20, 20, 20.0, 81.0, 4, 0, True, 1, 0.9, False, 3902, 
3620, 3754, 10.0, 0, False, 38, 100, False, 2, 10.0, 4.5, left, 3, 20, 20, 20.0, 32.0, 10, 1, False, 4, 0.9, False, 3902, 
3620, 3620, 10.0, 0, False, 39, 100, False, 1, 10.0, 4.5, left, 1, 20, 20, 20.0, 4.0, 15, 0, True, 2, 0.9, False, 3902, 
3620, 3620, 10.0, 0, False, 40, 100, False, 2, 10.0, 4.5, right, 5, 20, 20, 20.0, 73.0, 8, 3, True, 12, 0.9, True, 3902, 
3620, 3620, 10.0, 0, False, 41, 100, False, 0, 10.0, 4.5, left, 1, 20, 20, 20.0, 84.0, 9, 1, True, 8, 0.9, False, 3902, 
3620, 3620, 10.0, 0, False, 42, 100, False, 2, 10.0, 4.5, left, 7, 20, 20, 20.0, 68.0, 5, 5, True, 15, 0.9, False, 3902, 
3620, 3637, 10.0, 0, False, 43, 100, False, 1, 10.0, 4.5, right, 2, 20, 20, 20.0, 40.0, 6, 1, True, 4, 0.9, False, 3902, 
3620, 3637, 10.0, 0, True, 44, 100, False, 1, 10.0, 4.5, right, 13, 20, 20, 20.0, 93.0, 19, 12, True, 0, 0.9, True, 3902, 
3620, 3637, 10.0, 0, False, 45, 100, False, 2, 10.0, 4.5, left, 2, 20, 20, 20.0, 12.0, 19, 0, True, 13, 0.9, True, 3902, 
3620, 3637, 10.0, 0, False, 46, 100, False, 4, 10.0, 4.5, right, 12, 20, 20, 20.0, 67.0, 8, 8, True, 2, 0.9, True, 3902, 
3620, 3637, 10.0, 0, False, 47, 100, False, 1, 10.0, 4.5, left, 4, 20, 20, 20.0, 62.0, 15, 3, True, 15, 0.9, True, 3902, 
3620, 3637, 10.0, 0, False, 48, 100, False, 0, 10.0, 4.5, right, 2, 20, 20, 20.0, 96.0, 8, 2, True, 1, 0.9, True, 3902, 
3620, 3637, 10.0, 0, False, 49, 100, False, 3, 10.0, 4.5, left, 3, 20, 20, 20.0, 5.0, 16, 0, True, 13, 0.9, False, 3902, 
3620, 3637, 10.0, 0, False, 50, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 29.0, 14, 0, True, 8, 0.9, False, 3902, 
3620, 3637, 10.0, 0, False, 51, 100, False, 3, 10.0, 4.5, right, 5, 20, 20, 20.0, 33.0, 1, 2, True, 9, 0.9, True, 3902, 
3620, 3637, 10.0, 0, False, 52, 100, False, 8, 10.0, 4.5, left, 15, 20, 20, 20.0, 74.0, 11, 7, True, 16, 0.9, True, 3902, 
3620, 3637, 10.0, 0, False, 53, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 25.0, 13, 0, True, 16, 0.9, False, 3902, 
3620, 3799, 10.0, 0, False, 54, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 1.0, 12, 0, False, 17, 0.9, False, 3902, 
3620, 3637, 10.0, 0, False, 55, 100, False, 0, 10.0, 4.5, right, 5, 20, 20, 20.0, 98.0, 1, 5, True, 3, 0.9, True, 3902, 
3620, 3637, 10.0, 0, True, 56, 100, False, 8, 10.0, 4.5, right, 16, 20, 20, 20.0, 57.0, 14, 8, True, 0, 0.9, True, 3902, 
3620, 3637, 10.0, 1, False, 57, 100, False, 2, 10.0, 4.5, right, 16, 20, 20, 20.0, 96.0, 7, 13, True, 1, 0.9, True, 3902, 
3620, 3756, 10.0, 0, False, 58, 100, False, 0, 10.0, 4.5, left, 4, 20, 20, 20.0, 86.0, 2, 4, False, 9, 0.9, False, 3902, 
3620, 3637, 10.0, 0, False, 59, 100, False, 1, 10.0, 4.5, right, 10, 20, 20, 20.0, 90.0, 6, 9, True, 2, 0.9, True, 3902, 
3620, 3637, 10.0, 0, True, 60, 100, False, 4, 10.0, 4.5, right, 13, 20, 20, 20.0, 60.0, 17, 9, True, 0, 0.9, True, 3902, 
3620, 3637, 10.0, 0, False, 61, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 30.0, 9, 0, True, 5, 0.9, True, 3902, 
3620, 3637, 10.0, 0, False, 62, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 51.0, 14, 0, True, 18, 0.9, False, 3902, 
3620, 3637, 10.0, 0, False, 63, 100, False, 1, 10.0, 4.5, left, 1, 20, 20, 20.0, 23.0, 3, 0, True, 4, 0.9, False, 3902, 
3620, 3934, 10.0, 0, False, 64, 100, False, 1, 10.0, 4.5, left, 1, 20, 20, 20.0, 7.0, 6, 0, False, 17, 0.9, False, 3934, 
3620, 3637, 10.0, 1, False, 65, 100, False, 2, 10.0, 4.5, left, 12, 20, 20, 20.0, 66.0, 19, 9, True, 15, 0.9, True, 3934, 
3620, 3799, 10.0, 0, False, 66, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 1.0, 12, 0, False, 17, 0.9, False, 3934, 
3620, 3637, 10.0, 0, False, 67, 100, False, 1, 10.0, 4.5, right, 15, 20, 20, 20.0, 97.0, 7, 14, True, 3, 0.9, True, 3934, 
3620, 3637, 10.0, 0, False, 68, 100, False, 6, 10.0, 4.5, left, 8, 20, 20, 20.0, 20.0, 1, 2, True, 10, 0.9, True, 3934, 
3620, 3637, 10.0, 0, False, 69, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 35.0, 16, 0, True, 17, 0.9, False, 3934, 
3599, 3599, 10.0, 0, False, 70, 100, False, 1, 10.0, 4.5, left, 3, 20, 20, 20.0, 69.0, 16, 2, True, 4, 0.9, False, 3934, 
3599, 3599, 10.0, 0, False, 71, 100, False, 4, 10.0, 4.5, right, 4, 20, 20, 20.0, 18.0, 13, 0, True, 13, 0.9, False, 3934, 
3599, 3599, 10.0, 0, True, 72, 100, False, 3, 10.0, 4.5, right, 4, 20, 20, 20.0, 64.0, 7, 1, True, 0, 0.9, True, 3934, 
3599, 3599, 10.0, 0, False, 73, 100, False, 3, 10.0, 4.5, left, 4, 20, 20, 20.0, 25.0, 5, 1, True, 15, 0.9, True, 3934, 
3599, 3622, 10.0, 0, False, 74, 100, False, 2, 10.0, 4.5, left, 2, 20, 20, 20.0, 9.0, 11, 0, False, 3, 0.9, False, 3934, 
3599, 3599, 10.0, 0, False, 75, 100, False, 2, 10.0, 4.5, left, 7, 20, 20, 20.0, 85.0, 11, 5, True, 15, 0.9, True, 3934, 
3599, 3662, 10.0, 0, False, 76, 100, False, 3, 10.0, 4.5, left, 3, 20, 20, 20.0, 35.0, 16, 0, False, 18, 0.9, False, 3934, 
3599, 3626, 10.0, 0, False, 77, 100, False, 1, 10.0, 4.5, left, 3, 20, 20, 20.0, 24.0, 7, 2, False, 10, 0.9, False, 3934, 
3599, 3599, 10.0, 0, False, 78, 100, False, 0, 10.0, 4.5, right, 1, 20, 20, 20.0, 75.0, 18, 1, True, 17, 0.9, False, 3934, 
3599, 3611, 10.0, 0, False, 79, 100, False, 1, 10.0, 4.5, left, 1, 20, 20, 20.0, 29.0, 19, 0, True, 8, 0.9, False, 3934, 
3599, 3611, 10.0, 0, False, 80, 100, False, 0, 10.0, 4.5, right, 2, 20, 20, 20.0, 77.0, 17, 2, True, 15, 0.9, True, 3934, 
3599, 3981, 10.0, 0, False, 81, 100, False, 3, 10.0, 4.5, left, 8, 20, 20, 20.0, 58.0, 2, 5, False, 13, 0.9, False, 3981, 
3599, 3807, 10.0, 0, False, 82, 100, False, 3, 10.0, 4.5, left, 5, 20, 20, 20.0, 38.0, 19, 2, False, 8, 0.9, False, 3981, 
3599, 3772, 10.0, 0, False, 83, 100, False, 0, 10.0, 4.5, left, 2, 20, 20, 20.0, 93.0, 17, 2, False, 7, 0.9, False, 3981, 
3599, 3627, 10.0, 0, False, 84, 100, False, 1, 10.0, 4.5, right, 5, 20, 20, 20.0, 75.0, 18, 4, True, 10, 0.9, False, 3981, 
3599, 3807, 10.0, 0, False, 85, 100, False, 0, 10.0, 4.5, right, 1, 20, 20, 20.0, 83.0, 1, 1, False, 16, 0.9, False, 3981, 
3599, 3723, 10.0, 0, False, 86, 100, False, 0, 10.0, 4.5, right, 1, 20, 20, 20.0, 68.0, 2, 1, False, 12, 0.9, False, 3981, 
3599, 3627, 10.0, 0, False, 87, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 69.0, 7, 0, True, 17, 0.9, True, 3981, 
3599, 3627, 10.0, 0, False, 88, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 29.0, 19, 0, True, 18, 0.9, False, 3981, 
3599, 3627, 10.0, 0, False, 89, 100, False, 0, 10.0, 4.5, left, 1, 20, 20, 20.0, 68.0, 3, 1, True, 1, 0.9, False, 3981, 
3599, 3627, 10.0, 0, False, 90, 100, False, 5, 10.0, 4.5, right, 5, 20, 20, 20.0, 8.0, 13, 0, True, 10, 0.9, True, 3981, 
3599, 3627, 10.0, 0, False, 91, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 25.0, 5, 0, True, 15, 0.9, False, 3981, 
3599, 3627, 10.0, 0, False, 92, 100, False, 7, 10.0, 4.5, left, 7, 20, 20, 20.0, 5.0, 15, 0, True, 12, 0.9, True, 3981, 
3599, 3627, 10.0, 0, False, 93, 100, False, 0, 10.0, 4.5, right, 4, 20, 20, 20.0, 94.0, 6, 4, True, 10, 0.9, True, 3981, 
3599, 3724, 10.0, 0, False, 94, 100, False, 1, 10.0, 4.5, left, 1, 20, 20, 20.0, 4.0, 6, 0, False, 3, 0.9, False, 3981, 
3599, 3627, 10.0, 0, False, 95, 100, False, 1, 10.0, 4.5, right, 7, 20, 20, 20.0, 88.0, 11, 6, True, 11, 0.9, True, 3981, 
3599, 3627, 10.0, 0, False, 96, 100, False, 0, 10.0, 4.5, right, 1, 20, 20, 20.0, 49.0, 16, 1, True, 17, 0.9, False, 3981, 
3599, 3627, 10.0, 0, False, 97, 100, False, 5, 10.0, 4.5, right, 8, 20, 20, 20.0, 50.0, 8, 3, True, 4, 0.9, True, 3981, 
3599, 3627, 10.0, 1, False, 98, 100, False, 3, 10.0, 4.5, left, 10, 20, 20, 20.0, 57.0, 2, 6, True, 11, 0.9, True, 3981, 
3599, 3627, 10.0, 0, False, 99, 100, False, 8, 10.0, 4.5, left, 9, 20, 20, 20.0, 7.0, 9, 1, True, 18, 0.9, True, 3981, 
3599, 3627, 9.0, 0, False, 0, 100, False, 13, 10.0, 4.5, right, 13, 20, 20, 20.0, 1.0, 19, 0, True, 4, 0.9, True, 3981, 
3599, 3627, 9.0, 0, False, 1, 100, False, 2, 10.0, 4.5, left, 2, 20, 20, 20.0, 60.0, 4, 0, True, 4, 0.9, False, 3981, 
3599, 3627, 9.0, 0, False, 2, 100, False, 0, 10.0, 4.5, left, 1, 20, 20, 20.0, 42.0, 17, 1, True, 2, 0.9, False, 3981, 
3599, 3627, 9.0, 0, False, 3, 100, False, 2, 10.0, 4.5, left, 7, 20, 20, 20.0, 63.0, 18, 5, True, 8, 0.9, True, 3981, 
3599, 3627, 9.0, 0, False, 4, 100, False, 9, 10.0, 4.5, left, 11, 20, 20, 20.0, 17.0, 11, 2, True, 13, 0.9, True, 3981, 
3599, 3627, 9.0, 0, False, 5, 100, False, 0, 10.0, 4.5, left, 1, 20, 20, 20.0, 57.0, 2, 1, True, 2, 0.9, False, 3981, 
3536, 3536, 9.0, 0, False, 6, 100, False, 1, 10.0, 4.5, right, 1, 20, 20, 20.0, 60.0, 4, 0, True, 18, 0.9, False, 3981, 
3536, 3561, 9.0, 0, False, 7, 100, False, 0, 10.0, 4.5, left, 1, 20, 20, 20.0, 96.0, 7, 1, False, 1, 0.9, False, 3981, 
3536, 3536, 9.0, 0, False, 8, 100, False, 3, 10.0, 4.5, left, 3, 20, 20, 20.0, 8.0, 1, 0, True, 5, 0.9, True, 3981, 
3536, 3741, 9.0, 0, False, 9, 100, False, 0, 10.0, 4.5, left, 1, 20, 20, 20.0, 69.0, 16, 1, False, 1, 0.9, False, 3981, 
