best_makespan, current_makespan, current_temp, equal_count, first_op_moved, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, violates_constraint, worst_makespan, 
, , , , , , 100, , , 10.0, 4.5, , , 3, 3, 3.0, , , , , , 0.9, , , 
12, 16, 10.0, 0, False, 0, 100, False, 0, 10.0, 4.5, left, 1, 3, 3, 3.0, 3.0, 2, 1, True, 1, 0.9, False, 16, 
12, 12, 10.0, 0, True, 1, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 3.0, 2, 1, True, 0, 0.9, False, 16, 
12, 16, 10.0, 1, False, 2, 100, False, 0, 10.0, 4.5, left, 1, 3, 3, 3.0, 4.0, 1, 0, True, 1, 0.9, False, 16, 
12, 12, 10.0, 1, True, 3, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, True, 0, 0.9, False, 16, 
12, 16, 10.0, 1, True, 4, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, False, 0, 0.9, False, 16, 
12, 16, 10.0, 1, False, 5, 100, False, 0, 10.0, 4.5, left, 1, 3, 3, 3.0, 4.0, 1, 0, True, 1, 0.9, False, 16, 
12, 12, 10.0, 1, False, 6, 100, False, 0, 10.0, 4.5, left, 1, 3, 3, 3.0, 4.0, 1, 0, True, 1, 0.9, False, 16, 
12, 16, 10.0, 0, False, 7, 100, False, 0, 10.0, 4.5, left, 1, 3, 3, 3.0, 3.0, 2, 1, False, 1, 0.9, False, 16, 
12, 16, 10.0, 1, True, 8, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, True, 0, 0.9, False, 16, 
12, 12, 10.0, 1, True, 9, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, True, 0, 0.9, False, 16, 
12, 17, 10.0, 0, False, 10, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 3.0, 2, 1, True, 1, 0.9, False, 17, 
12, 17, 10.0, 0, False, 11, 100, False, 0, 10.0, 4.5, left, 1, 3, 3, 3.0, 2.0, 2, 1, True, 1, 0.9, True, 17, 
12, 20, 10.0, 1, True, 12, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, True, 0, 0.9, False, 20, 
12, 17, 10.0, 1, False, 13, 100, False, 0, 10.0, 4.5, left, 1, 3, 3, 3.0, 4.0, 1, 0, True, 1, 0.9, False, 20, 
12, 17, 10.0, 0, True, 14, 100, False, 1, 10.0, 4.5, right, 1, 3, 3, 3.0, 1.0, 2, 0, True, 0, 0.9, True, 20, 
12, 17, 10.0, 0, False, 15, 100, False, 0, 10.0, 4.5, left, 1, 3, 3, 3.0, 2.0, 2, 1, True, 1, 0.9, True, 20, 
12, 20, 10.0, 1, True, 16, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, True, 0, 0.9, False, 20, 
12, 17, 10.0, 1, True, 17, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, True, 0, 0.9, False, 20, 
12, 17, 10.0, 0, True, 18, 100, False, 1, 10.0, 4.5, right, 1, 3, 3, 3.0, 1.0, 2, 0, True, 0, 0.9, True, 20, 
12, 17, 10.0, 0, False, 19, 100, False, 0, 10.0, 4.5, left, 1, 3, 3, 3.0, 2.0, 2, 1, True, 1, 0.9, True, 20, 
12, 20, 10.0, 1, True, 20, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, True, 0, 0.9, False, 20, 
12, 17, 10.0, 1, True, 21, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, True, 0, 0.9, False, 20, 
12, 20, 10.0, 1, True, 22, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, False, 0, 0.9, False, 20, 
12, 17, 10.0, 0, True, 23, 100, False, 1, 10.0, 4.5, right, 1, 3, 3, 3.0, 1.0, 2, 0, True, 0, 0.9, True, 20, 
12, 17, 10.0, 0, True, 24, 100, False, 1, 10.0, 4.5, right, 1, 3, 3, 3.0, 1.0, 2, 0, True, 0, 0.9, True, 20, 
12, 20, 10.0, 1, True, 25, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, True, 0, 0.9, False, 20, 
12, 18, 10.0, 0, False, 26, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 1, True, 1, 0.9, False, 20, 
12, 20, 10.0, 0, False, 27, 100, False, 1, 10.0, 4.5, right, 1, 3, 3, 3.0, 2.0, 1, 0, True, 1, 0.9, False, 20, 
12, 17, 10.0, 1, False, 28, 100, False, 0, 10.0, 4.5, left, 1, 3, 3, 3.0, 4.0, 1, 0, True, 1, 0.9, False, 20, 
12, 20, 10.0, 1, True, 29, 100, False, 0, 10.0, 4.5, right, 1, 3, 3, 3.0, 4.0, 1, 0, True, 0, 0.9, False, 20, 
