best_makespan, current_makespan, current_temp, equal_count, first_op_moved, heuristic, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, prob_acceptance, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, times_moved, violates_constraint, worst_makespan, 
, , , , , , , 100, , , 10.0, 4.5, , , 50, 15, 15.0, , , , , , , 0.9, , , , 
5448, 5538, 10.0, 0, False, P_AND_S, 0, 100, False, 1, 10.0, 4.5, left, , 50, 15, 15.0, 53.0, 0.00012340980408667956, 9, 0, False, 29, 0.9, , False, 5538, 
5448, 5448, 10.0, 1, False, P_AND_S, 1, 100, False, 0, 10.0, 4.5, left, , 50, 15, 15.0, 21.0, , 13, 0, True, 39, 0.9, , False, 5538, 
5448, 5448, 10.0, 0, False, P_AND_S, 2, 100, False, 0, 10.0, 4.5, right, , 50, 15, 15.0, 78.0, , 12, 1, True, 13, 0.9, , False, 5538, 
5448, 5448, 10.0, 0, False, P_AND_S, 3, 100, False, 0, 10.0, 4.5, left, , 50, 15, 15.0, 53.0, , 4, 1, True, 13, 0.9, , True, 5538, 
5448, 5632, 10.0, 0, False, P_AND_S, 4, 100, False, 0, 10.0, 4.5, right, , 50, 15, 15.0, 61.0, 1.0208960723597638e-08, 2, 1, False, 18, 0.9, , False, 5632, 
5448, 5448, 10.0, 0, False, P_AND_S, 5, 100, False, 1, 10.0, 4.5, right, , 50, 15, 15.0, 7.0, , 4, 0, True, 6, 0.9, , False, 5632, 
5448, 5448, 10.0, 0, False, P_AND_S, 6, 100, False, 1, 10.0, 4.5, right, , 50, 15, 15.0, 3.0, , 9, 0, True, 16, 0.9, , False, 5632, 
5448, 5448, 10.0, 0, False, P_AND_S, 7, 100, False, 1, 10.0, 4.5, right, , 50, 15, 15.0, 77.0, , 8, 0, True, 15, 0.9, , False, 5632, 
5448, 5516, 10.0, 0, False, P_AND_S, 8, 100, False, 1, 10.0, 4.5, right, , 50, 15, 15.0, 18.0, 0.0011137751478448032, 7, 0, False, 40, 0.9, , False, 5632, 
5448, 5448, 10.0, 0, False, P_AND_S, 9, 100, False, 0, 10.0, 4.5, right, , 50, 15, 15.0, 92.0, , 6, 1, True, 6, 0.9, , False, 5632, 
5448, 5448, 10.0, 0, False, P_AND_S, 10, 100, False, 1, 10.0, 4.5, right, , 50, 15, 15.0, 18.0, , 2, 0, True, 13, 0.9, , False, 5632, 
5448, 5448, 10.0, 0, False, P_AND_S, 11, 100, False, 0, 10.0, 4.5, right, , 50, 15, 15.0, 61.0, , 4, 1, True, 2, 0.9, , False, 5632, 
