best_makespan, current_makespan, current_temp, equal_count, first_op_moved, heuristic, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, prob_acceptance, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, times_moved, violates_constraint, worst_makespan, 
, , , , , , , 100, , , 10.0, 4.5, , , 15, 15, 15.0, , , , , , , 0.9, , , , 
2947, 3026, 10.0, 0, False, P_AND_S, 0, 100, False, 1, 10.0, 4.5, left, , 15, 15, 15.0, 30.0, 0.0003707435404590882, 11, 0, False, 9, 0.9, , False, 3026, 
2947, 2947, 10.0, 0, False, P_AND_S, 1, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 48.0, , 2, 0, True, 9, 0.9, , True, 3026, 
2947, 3138, 10.0, 0, False, P_AND_S, 2, 100, False, 0, 10.0, 4.5, right, , 15, 15, 15.0, 79.0, 5.069619862322287e-09, 13, 1, False, 6, 0.9, , False, 3138, 
2947, 2947, 10.0, 0, False, P_AND_S, 3, 100, False, 1, 10.0, 4.5, left, , 15, 15, 15.0, 33.0, , 3, 0, True, 13, 0.9, , True, 3138, 
2947, 2947, 10.0, 0, False, P_AND_S, 4, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 20.0, , 3, 0, True, 2, 0.9, , False, 3138, 
2947, 3008, 10.0, 0, False, P_AND_S, 5, 100, False, 1, 10.0, 4.5, left, , 15, 15, 15.0, 69.0, 0.0022428677194858034, 2, 0, False, 5, 0.9, , False, 3138, 
2947, 3125, 10.0, 0, False, P_AND_S, 6, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 58.0, 1.860193926691551e-08, 14, 0, False, 3, 0.9, , False, 3138, 
2947, 2947, 10.0, 0, False, P_AND_S, 7, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 87.0, , 4, 0, True, 8, 0.9, , True, 3138, 
2947, 2947, 10.0, 0, False, P_AND_S, 8, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 54.0, , 12, 0, True, 4, 0.9, , False, 3138, 
2947, 2947, 10.0, 0, False, P_AND_S, 9, 100, False, 0, 10.0, 4.5, right, , 15, 15, 15.0, 40.0, , 10, 1, True, 2, 0.9, , True, 3138, 
