best_makespan, current_makespan, current_temp, equal_count, first_op_moved, heuristic, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, prob_acceptance, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, times_moved, violates_constraint, worst_makespan, 
, , , , , , , 100, , , 10.0, 4.5, , , 30, 15, 15.0, , , , , , , 0.9, , , , 
4174, 4189, 10.0, 0, False, P_AND_S, 0, 100, False, 0, 10.0, 4.5, left, , 30, 15, 15.0, 81.0, 0.22313016014842982, 6, 1, False, 20, 0.9, , False, 4189, 
4174, 4260, 10.0, 0, False, P_AND_S, 1, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 97.0, 0.0001841057936675792, 10, 1, False, 10, 0.9, , False, 4260, 
4174, 4205, 10.0, 0, False, P_AND_S, 2, 100, False, 0, 10.0, 4.5, left, , 30, 15, 15.0, 87.0, 0.0450492023935578, 4, 1, False, 7, 0.9, , False, 4260, 
4174, 4262, 10.0, 0, False, P_AND_S, 3, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 28.0, 0.0001507330750954765, 2, 1, False, 18, 0.9, , False, 4262, 
4174, 4174, 10.0, 0, False, P_AND_S, 4, 100, False, 1, 10.0, 4.5, right, , 30, 15, 15.0, 24.0, , 12, 0, True, 19, 0.9, , False, 4262, 
4174, 4319, 10.0, 0, False, P_AND_S, 5, 100, False, 1, 10.0, 4.5, left, , 30, 15, 15.0, 49.0, 5.04347662567888e-07, 1, 0, False, 22, 0.9, , False, 4319, 
4174, 4174, 10.0, 0, False, P_AND_S, 6, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 60.0, , 6, 1, True, 26, 0.9, , False, 4319, 
4174, 4174, 10.0, 0, False, P_AND_S, 7, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 99.0, , 3, 1, True, 6, 0.9, , True, 4319, 
4174, 4174, 10.0, 0, False, P_AND_S, 8, 100, False, 1, 10.0, 4.5, left, , 30, 15, 15.0, 4.0, , 13, 0, True, 28, 0.9, , True, 4319, 
4174, 4174, 10.0, 0, False, P_AND_S, 9, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 88.0, , 12, 1, True, 11, 0.9, , False, 4319, 
4174, 4174, 10.0, 0, False, P_AND_S, 10, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 29.0, , 6, 1, True, 6, 0.9, , False, 4319, 
4174, 4175, 10.0, 0, False, P_AND_S, 11, 100, False, 1, 10.0, 4.5, right, , 30, 15, 15.0, 59.0, 0.9048374180359595, 5, 0, True, 12, 0.9, , False, 4319, 
4174, 4175, 10.0, 0, True, P_AND_S, 12, 100, False, 1, 10.0, 4.5, right, , 30, 15, 15.0, 18.0, , 7, 0, True, 0, 0.9, , False, 4319, 
4174, 4304, 10.0, 0, False, P_AND_S, 13, 100, False, 1, 10.0, 4.5, left, , 30, 15, 15.0, 80.0, 2.498050325866635e-06, 12, 0, False, 25, 0.9, , False, 4319, 
4174, 4175, 10.0, 0, True, P_AND_S, 14, 100, False, 1, 10.0, 4.5, right, , 30, 15, 15.0, 62.0, , 3, 0, True, 0, 0.9, , False, 4319, 
4174, 4175, 10.0, 0, False, P_AND_S, 15, 100, False, 1, 10.0, 4.5, left, , 30, 15, 15.0, 34.0, , 11, 0, True, 13, 0.9, , True, 4319, 
4174, 4175, 10.0, 0, False, P_AND_S, 16, 100, False, 1, 10.0, 4.5, left, , 30, 15, 15.0, 48.0, , 2, 0, True, 12, 0.9, , False, 4319, 
4174, 4203, 10.0, 0, False, P_AND_S, 17, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 70.0, 0.06081006262521797, 13, 1, False, 2, 0.9, , False, 4319, 
4174, 4321, 10.0, 0, False, P_AND_S, 18, 100, False, 0, 10.0, 4.5, right, , 30, 15, 15.0, 53.0, 4.563526367903994e-07, 1, 1, False, 20, 0.9, , False, 4321, 
4094, 4094, 10.0, 0, False, P_AND_S, 19, 100, False, 1, 10.0, 4.5, right, , 30, 15, 15.0, 2.0, , 1, 0, True, 1, 0.9, , False, 4321, 
4094, 4134, 10.0, 0, False, P_AND_S, 20, 100, False, 1, 10.0, 4.5, right, , 30, 15, 15.0, 4.0, 0.01831563888873418, 10, 0, True, 19, 0.9, , False, 4321, 
4094, 4134, 10.0, 0, False, P_AND_S, 21, 100, False, 0, 10.0, 4.5, left, , 30, 15, 15.0, 82.0, , 5, 1, True, 20, 0.9, , True, 4321, 
