best_makespan, current_makespan, current_temp, equal_count, first_op_moved, heuristic, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, prob_acceptance, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, times_moved, violates_constraint, worst_makespan, 
, , , , , , , 100, , , 10.0, 4.5, , , 20, 15, 15.0, , , , , , , 0.9, , , , 
2685, 2685, 10.0, 0, False, P_AND_S, 0, 100, False, 1, 10.0, 4.5, left, , 20, 15, 15.0, 23.0, , 4, 0, True, 17, 0.9, , True, 2685, 
2685, 2784, 10.0, 0, False, P_AND_S, 1, 100, False, 1, 10.0, 4.5, right, , 20, 15, 15.0, 14.0, 5.017468205617528e-05, 9, 0, False, 9, 0.9, , False, 2784, 
2685, 2864, 10.0, 0, False, P_AND_S, 2, 100, False, 1, 10.0, 4.5, left, , 20, 15, 15.0, 18.0, 1.6831730696737596e-08, 7, 0, False, 7, 0.9, , False, 2864, 
2685, 2790, 10.0, 0, False, P_AND_S, 3, 100, False, 0, 10.0, 4.5, right, , 20, 15, 15.0, 38.0, 2.7536449349747158e-05, 5, 1, False, 3, 0.9, , False, 2864, 
2685, 2685, 10.0, 0, False, P_AND_S, 4, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 42.0, , 7, 1, True, 12, 0.9, , False, 2864, 
2685, 2937, 10.0, 0, False, P_AND_S, 5, 100, False, 0, 10.0, 4.5, right, , 20, 15, 15.0, 84.0, 1.1370486739266739e-11, 11, 1, False, 2, 0.9, , False, 2937, 
2685, 2967, 10.0, 0, False, P_AND_S, 6, 100, False, 1, 10.0, 4.5, right, , 20, 15, 15.0, 3.0, 5.661032006637635e-13, 1, 0, False, 3, 0.9, , False, 2967, 
2685, 2797, 10.0, 0, False, P_AND_S, 7, 100, False, 0, 10.0, 4.5, left, , 20, 15, 15.0, 98.0, 1.3674196065680964e-05, 4, 1, False, 5, 0.9, , False, 2967, 
2685, 2685, 10.0, 0, False, P_AND_S, 8, 100, False, 0, 10.0, 4.5, right, , 20, 15, 15.0, 89.0, , 6, 1, True, 15, 0.9, , False, 2967, 
