best_makespan, current_makespan, current_temp, equal_count, first_op_moved, heuristic, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, prob_acceptance, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, times_moved, violates_constraint, worst_makespan, 
, , , , , , , 100, , , 10.0, 4.5, , , 15, 15, 15.0, , , , , , , 0.9, , , , 
3085, 3107, 10.0, 0, False, P_AND_S, 0, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 16.0, 0.11080315836233387, 12, 0, False, 8, 0.9, , False, 3107, 
3085, 3085, 10.0, 0, False, P_AND_S, 1, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 3.0, , 11, 0, True, 5, 0.9, , False, 3107, 
3085, 3213, 10.0, 0, False, P_AND_S, 2, 100, False, 1, 10.0, 4.5, left, , 15, 15, 15.0, 30.0, 2.7607725720371986e-06, 12, 0, False, 9, 0.9, , False, 3213, 
3063, 3063, 10.0, 0, False, P_AND_S, 3, 100, False, 1, 10.0, 4.5, left, , 15, 15, 15.0, 9.0, , 4, 0, True, 7, 0.9, , False, 3213, 
3063, 3063, 10.0, 0, False, P_AND_S, 4, 100, False, 0, 10.0, 4.5, right, , 15, 15, 15.0, 82.0, , 9, 1, True, 1, 0.9, , False, 3213, 
3063, 3119, 10.0, 0, False, P_AND_S, 5, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 30.0, 0.003697863716482932, 12, 0, False, 9, 0.9, , False, 3213, 
3063, 3063, 10.0, 0, False, P_AND_S, 6, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 47.0, , 3, 0, True, 1, 0.9, , False, 3213, 
3063, 3063, 10.0, 0, False, P_AND_S, 7, 100, False, 0, 10.0, 4.5, right, , 15, 15, 15.0, 92.0, , 2, 1, True, 7, 0.9, , True, 3213, 
3063, 3436, 10.0, 0, False, P_AND_S, 8, 100, False, 0, 10.0, 4.5, left, , 15, 15, 15.0, 87.0, 6.321437159096094e-17, 1, 1, False, 12, 0.9, , False, 3436, 
3063, 3075, 10.0, 0, False, P_AND_S, 9, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 36.0, 0.30119421191220214, 5, 0, False, 4, 0.9, , False, 3436, 
3063, 3063, 10.0, 0, False, P_AND_S, 10, 100, False, 0, 10.0, 4.5, right, , 15, 15, 15.0, 90.0, , 4, 1, True, 10, 0.9, , True, 3436, 
3063, 3063, 10.0, 0, False, P_AND_S, 11, 100, False, 1, 10.0, 4.5, left, , 15, 15, 15.0, 29.0, , 6, 0, True, 5, 0.9, , False, 3436, 
3063, 3087, 10.0, 0, False, P_AND_S, 12, 100, False, 0, 10.0, 4.5, right, , 15, 15, 15.0, 78.0, 0.09071795328941251, 11, 1, False, 11, 0.9, , False, 3436, 
3063, 3063, 10.0, 0, False, P_AND_S, 13, 100, False, 1, 10.0, 4.5, left, , 15, 15, 15.0, 6.0, , 5, 0, True, 12, 0.9, , True, 3436, 
3063, 3063, 10.0, 0, False, P_AND_S, 14, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 16.0, , 9, 0, True, 1, 0.9, , False, 3436, 
3063, 3161, 10.0, 0, False, P_AND_S, 15, 100, False, 1, 10.0, 4.5, left, , 15, 15, 15.0, 83.0, 5.5451599432176945e-05, 2, 0, False, 13, 0.9, , False, 3436, 
3063, 3063, 10.0, 0, False, P_AND_S, 16, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 60.0, , 11, 0, True, 3, 0.9, , True, 3436, 
3063, 3182, 10.0, 0, False, P_AND_S, 17, 100, False, 0, 10.0, 4.5, right, , 15, 15, 15.0, 85.0, 6.79040480737947e-06, 11, 1, False, 2, 0.9, , False, 3436, 
3063, 3063, 10.0, 0, False, P_AND_S, 18, 100, False, 0, 10.0, 4.5, right, , 15, 15, 15.0, 73.0, , 6, 1, True, 1, 0.9, , False, 3436, 
3063, 3063, 10.0, 0, False, P_AND_S, 19, 100, False, 1, 10.0, 4.5, left, , 15, 15, 15.0, 6.0, , 5, 0, True, 12, 0.9, , True, 3436, 
3063, 3225, 10.0, 0, False, P_AND_S, 20, 100, False, 0, 10.0, 4.5, right, , 15, 15, 15.0, 59.0, 9.213600834566135e-08, 10, 1, False, 3, 0.9, , False, 3436, 
3063, 3142, 10.0, 0, False, P_AND_S, 21, 100, False, 1, 10.0, 4.5, left, , 15, 15, 15.0, 8.0, 0.0003707435404590882, 12, 0, False, 6, 0.9, , False, 3436, 
3063, 3063, 10.0, 0, False, P_AND_S, 22, 100, False, 1, 10.0, 4.5, right, , 15, 15, 15.0, 20.0, , 3, 0, True, 2, 0.9, , True, 3436, 
3063, 3147, 10.0, 0, False, P_AND_S, 23, 100, False, 1, 10.0, 4.5, left, 2, 15, 15, 15.0, 3.0, 0.0002248673241788482, 11, 1, False, 7, 0.9, , False, 3436, 
3063, 3063, 10.0, 0, False, D_EXCHANGE, 24, 100, False, 1, 10.0, 4.5, right, 2, 15, 15, 15.0, 83.0, , 6, 1, True, 8, 0.9, , True, 3436, 
3063, 3471, 10.0, 0, False, D_EXCHANGE, 25, 100, False, 0, 10.0, 4.5, right, 2, 15, 15, 15.0, 88.0, 1.9089086167331654e-18, 8, 2, False, 3, 0.9, , False, 3471, 
3063, 3513, 10.0, 0, False, D_EXCHANGE, 26, 100, False, 1, 10.0, 4.5, left, 2, 15, 15, 15.0, 83.0, 2.8625185805493937e-20, 6, 1, False, 8, 0.9, , False, 3513, 
