best_makespan, current_makespan, current_temp, equal_count, first_op_moved, heuristic, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, prob_acceptance, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, times_moved, violates_constraint, worst_makespan, 
, , , , , , , 100, , , 10.0, 4.5, , , 100, 20, 20.0, , , , , , , 0.9, , , , 
10658, 10658, 10.0, 0, False, P_AND_S, 0, 100, False, 0, 10.0, 4.5, left, , 100, 20, 20.0, 98.0, , 3, 1, True, 69, 0.9, , False, 10658, 
10658, 10658, 10.0, 0, False, P_AND_S, 1, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 33.0, , 3, 0, True, 27, 0.9, , False, 10658, 
10658, 10658, 10.0, 0, False, P_AND_S, 2, 100, False, 0, 10.0, 4.5, right, , 100, 20, 20.0, 93.0, , 9, 1, True, 33, 0.9, , False, 10658, 
10658, 10658, 10.0, 0, False, P_AND_S, 3, 100, False, 0, 10.0, 4.5, left, , 100, 20, 20.0, 75.0, , 7, 1, True, 24, 0.9, , False, 10658, 
10658, 10658, 10.0, 0, False, P_AND_S, 4, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 24.0, , 14, 0, True, 46, 0.9, , False, 10658, 
10658, 10658, 10.0, 0, False, P_AND_S, 5, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 28.0, , 10, 0, True, 68, 0.9, , False, 10658, 
10658, 10658, 10.0, 0, False, P_AND_S, 6, 100, False, 0, 10.0, 4.5, left, , 100, 20, 20.0, 73.0, , 13, 1, True, 31, 0.9, , False, 10658, 
10658, 10658, 10.0, 0, False, P_AND_S, 7, 100, False, 1, 10.0, 4.5, right, , 100, 20, 20.0, 79.0, , 14, 0, True, 43, 0.9, , False, 10658, 
10658, 10658, 10.0, 0, False, P_AND_S, 8, 100, False, 0, 10.0, 4.5, right, , 100, 20, 20.0, 80.0, , 10, 1, True, 33, 0.9, , False, 10658, 
10637, 10637, 10.0, 0, False, P_AND_S, 9, 100, False, 0, 10.0, 4.5, right, , 100, 20, 20.0, 82.0, , 2, 1, True, 5, 0.9, , False, 10658, 
10637, 10637, 10.0, 0, False, P_AND_S, 10, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 90.0, , 1, 0, True, 91, 0.9, , False, 10658, 
10637, 10637, 10.0, 0, False, P_AND_S, 11, 100, False, 0, 10.0, 4.5, left, , 100, 20, 20.0, 81.0, , 15, 1, True, 98, 0.9, , False, 10658, 
10637, 10637, 10.0, 0, False, P_AND_S, 12, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 41.0, , 13, 0, True, 47, 0.9, , False, 10658, 
10637, 10676, 10.0, 0, False, P_AND_S, 13, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 21.0, 0.02024191144580439, 10, 0, False, 96, 0.9, , False, 10676, 
10637, 10637, 10.0, 0, False, P_AND_S, 14, 100, False, 0, 10.0, 4.5, left, , 100, 20, 20.0, 78.0, , 5, 1, True, 49, 0.9, , False, 10676, 
10637, 10637, 10.0, 0, False, P_AND_S, 15, 100, False, 0, 10.0, 4.5, right, , 100, 20, 20.0, 66.0, , 3, 1, True, 70, 0.9, , False, 10676, 
10637, 10637, 10.0, 0, False, P_AND_S, 16, 100, False, 0, 10.0, 4.5, right, , 100, 20, 20.0, 67.0, , 13, 1, True, 74, 0.9, , False, 10676, 
10637, 10637, 10.0, 0, False, P_AND_S, 17, 100, False, 0, 10.0, 4.5, right, , 100, 20, 20.0, 6.0, , 19, 1, True, 91, 0.9, , False, 10676, 
