best_makespan, current_makespan, current_temp, equal_count, first_op_moved, heuristic, iter_number_in_temp, iter_per_temp, last_op_moved, longer_count, max_temperature, min_temperature, move_direction, moves, num_jobs, num_machines, num_operations, operation_duration, prob_acceptance, selected_machine, shorter_count, should_accept, switch_operation_1, temp_change_ratio, times_moved, violates_constraint, worst_makespan, 
, , , , , , , 100, , , 10.0, 4.5, , , 100, 20, 20.0, , , , , , , 0.9, , , , 
10344, 10344, 10.0, 0, False, P_AND_S, 0, 100, False, 0, 10.0, 4.5, left, , 100, 20, 20.0, 94.0, , 3, 1, True, 4, 0.9, , False, 10344, 
10344, 10344, 10.0, 0, False, P_AND_S, 1, 100, False, 1, 10.0, 4.5, right, , 100, 20, 20.0, 38.0, , 12, 0, True, 65, 0.9, , False, 10344, 
10344, 10344, 10.0, 0, False, P_AND_S, 2, 100, False, 0, 10.0, 4.5, right, , 100, 20, 20.0, 93.0, , 7, 1, True, 89, 0.9, , False, 10344, 
10344, 10567, 10.0, 0, False, P_AND_S, 3, 100, False, 0, 10.0, 4.5, right, , 100, 20, 20.0, 93.0, 2.0664887892075802e-10, 7, 1, False, 10, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 4, 100, False, 0, 10.0, 4.5, left, , 100, 20, 20.0, 66.0, , 3, 1, True, 55, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 5, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 49.0, , 6, 0, True, 54, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 6, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 37.0, , 7, 0, True, 65, 0.9, , False, 10567, 
10344, 10539, 10.0, 0, False, P_AND_S, 7, 100, False, 1, 10.0, 4.5, right, , 100, 20, 20.0, 25.0, 3.398267819495071e-09, 12, 0, False, 81, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 8, 100, False, 1, 10.0, 4.5, right, , 100, 20, 20.0, 14.0, , 11, 0, True, 57, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 9, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 91.0, , 11, 0, True, 42, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 10, 100, False, 1, 10.0, 4.5, right, , 100, 20, 20.0, 68.0, , 13, 0, True, 59, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 11, 100, False, 1, 10.0, 4.5, right, , 100, 20, 20.0, 24.0, , 11, 0, True, 71, 0.9, , False, 10567, 
10344, 10388, 10.0, 0, False, P_AND_S, 12, 100, False, 1, 10.0, 4.5, right, , 100, 20, 20.0, 49.0, 0.012277339903068436, 1, 0, False, 58, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 13, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 17.0, , 9, 0, True, 83, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 14, 100, False, 0, 10.0, 4.5, left, , 100, 20, 20.0, 59.0, , 11, 1, True, 39, 0.9, , False, 10567, 
10344, 10414, 10.0, 0, False, P_AND_S, 15, 100, False, 0, 10.0, 4.5, left, , 100, 20, 20.0, 98.0, 0.0009118819655545162, 3, 1, False, 77, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 16, 100, False, 1, 10.0, 4.5, left, , 100, 20, 20.0, 37.0, , 7, 0, True, 63, 0.9, , False, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 17, 100, False, 0, 10.0, 4.5, left, , 100, 20, 20.0, 84.0, , 17, 1, True, 88, 0.9, , True, 10567, 
10344, 10344, 10.0, 0, False, P_AND_S, 18, 100, False, 0, 10.0, 4.5, right, , 100, 20, 20.0, 95.0, , 16, 1, True, 32, 0.9, , False, 10567, 
